wlobscd,agcnm,obsnm,addr,etcaddr,lon,lat,gdt,attwl,wrnwl,almwl,srswl,pfh,fstnyn,links,시도명
1101680,환경부,평택시(팽성대교),경기도 평택시,팽성읍 원정리 팽성대교,127.03361111111111,36.97805555555556,.296,4,5,6,6.9,6.88,N,[],경기도
1301630,환경부,양양군(용천2교),강원도 양양군 서면,용천리 용천2교,128.60805555555555,38.05555555555555,6.868,3,4,5,6.1,6.09,N,[],강원도
1301658,환경부,양양군(양양대교),강원도 양양군,양양읍 월리 양양대교,128.63166666666666,38.07527777777778,.502,3,3.5,4.5,5.4,5.41,N,[],강원도
1302648,환경부,강릉시(회산교),강원도 강릉시,회산동 회산교,128.87,37.74305555555556,15.631,2.5,3,3.5,4.8,4.76,N,[],강원도
1302668,환경부,동해시(북평교),강원도 동해시,북평동 북평교,129.125,37.48527777777778,.192,1,2.5,3.5,6.3,6.32,N,[],강원도
1302670,환경부,강릉시(송림교),강원도 강릉시 연곡면,송림리 송림교,128.81055555555557,37.846944444444446,3.023,2.5,3.5,4.5,4.9,4.94,N,[],강원도
1303650,환경부,삼척시(상정교),강원도 삼척시 미로면,상정리 상정교,129.09861111111113,37.382777777777775,43.024,2.5,3.5,4.5,5.4,5.38,N,[],강원도
1303680,환경부,삼척시(오십천교),강원도 삼척시,남양동 오십천교,129.16805555555555,37.43805555555555,-1.75,4,5.5,6.5,8.5,8.45,N,[],강원도
2001610,환경부,태백시(문화교),강원도 태백시,장성동 216 (문화교),129.01722222222224,37.09583333333334,550.39,3.3,4.4,5.2,6.36,6.26,N,[],강원도
2001628,환경부,봉화군(분천교),경상북도 봉화군,소천면 분천리 2082-1 (분천교),129.05666666666667,36.930277777777775,317.713,5.9,7.1,8,9.05, ,N,[],경상북도
2001655,환경부,봉화군(도천교),경상북도 봉화군,명호면 도천리 1378 (도천교),128.90194444444444,36.85944444444445,197.233,3.3,4.1,4.9,5.66, ,N,[],경상북도
2002634,환경부,영양군(청암교),경상북도 영양군,입암면 신구리 704 (청암교),129.085,36.59722222222222,181.1,5.9,6.7,7.4,8.25,8.26,N,[],경상북도
2002685,환경부,안동시(묵계교),경상북도 안동시,길안면 묵계리 1127-85 ((구)묵계교),128.91083333333333,36.431666666666665,136.586,3.1,4,5,5.93,5.94,N,[],경상북도
2002695,환경부,안동시(대사3교),경상북도 안동시,길안면 대사리 785 (대사3교),128.95916666666665,36.36611111111111,201.939,3.6,4.6,5.6,6.52, ,N,[],경상북도
2003640,환경부,안동시(운산리),경상북도 안동시,일직면 운산리 166-2,128.66,36.47944444444445,97.458,2.3,4,5,5.97, ,N,[],경상북도
2003670,환경부,예천군(구담교),경상북도 예천군,지보면 암천리 708 (구담교),128.46249999999998,36.540277777777774,58.823,3.8,5.2,6.6,8.06, ,N,[],경상북도
2003690,환경부,의성군(풍지교),경상북도 의성군,다인면 용곡리 764 (풍지교),128.36499999999998,36.53,51.321,5.8,7.7,9.5,11.39,0,N,[],경상북도
2004605,환경부,봉화군(봉화대교),경상북도 봉화군,봉화읍 내성리 506 (봉화대교),128.73250000000002,36.88861111111111,184.12,2,3,3.9,4.75,4.48,N,[],경상북도
2004635,환경부,영주시(월호교),경상북도 영주시,문수면 적동리 738 (월호교),128.6211111111111,36.76305555555555,116.71,4.3,5.5,7,7.98,8.09,Y,[],경상북도
2004640,환경부,영주시(석탑교),경상북도 영주시,문수면 조제리 1136 (석탑교),128.59972222222223,36.71638888888889,100.86,3.5,4.9,6.2,7.54,7.54,N,[],경상북도
2004650,환경부,예천군(미호교),경상북도 예천군,보문면 미호리 401 (미호교),128.51833333333335,36.669444444444444,85.71,3,4.5,5.9,7.36,7.36,N,[],경상북도
2004655,환경부,예천군(고평교),경상북도 예천군,호명면 월포리 624 (고평교),128.48777777777775,36.61944444444445,75.159,4.5,5,6,7.24,7.22,N,[],경상북도
2004668,환경부,예천군(신예천교),경상북도 예천군,예천읍 남본리 310-1 (신예천교),128.44861111111112,36.650277777777774,79.006,2.5,3.1,3.8,4.39,4.31,N,[],경상북도
2004675,환경부,예천군(신음리),경상북도 예천군,개포면 신음리 545,128.34833333333333,36.58416666666667,58.441,4,5.2,6.4,7.64, ,N,[],경상북도
2004680,환경부,예천군(회룡교),경상북도 예천군,용궁면 대은리 950 (회룡교),128.31944444444443,36.586111111111116,52.8,5,6,7,8.4,8.4,Y,[],경상북도
2004695,환경부,예천군(산양교),경상북도 예천군,용궁면 읍부리 508 (산양교),128.26083333333332,36.61138888888889,67.99,2.16,2.6,3.1,3.62,3.62,N,[],경상북도
2005640,환경부,문경시(갈마교),경상북도 문경시,가은읍 갈전리 1014-1 (갈마교),128.0863888888889,36.638888888888886,126.77,3.5,4.6,5.2,5.35, ,N,[],경상북도
2005650,환경부,문경시(불정동),경상북도 문경시,불정동 410,128.1486111111111,36.645833333333336,88.14,4.2,5.3,6.2,7.95, ,N,[],경상북도
2005660,환경부,문경시(김용리),경상북도 문경시,영순면 김용리 262-4,128.21666666666667,36.589444444444446,62.96,2.9,4,4.5,4.62,4.62,Y,[],경상북도
2005680,환경부,상주시(이안교),경상북도 상주시,이안면 이안리 493-1 (이안교),128.1588888888889,36.54388888888889,62.96,2.8,3.5,4.3,5.05,5.09,N,[],경상북도
2006625,환경부,상주시(병성교),경상북도 상주시,병성동 805 (병성교),128.2213888888889,36.43555555555555,39.309,4.2,5.7,7.2,8.68, ,N,[],경상북도
2006630,환경부,상주시(소천2교),경상북도 상주시,가장동 637-1 (소천2교),128.14777777777778,36.375277777777775,56.47,2.2,3.3,4,4.66,4.66,N,[],경상북도
2006665,환경부,상주시(후천교),경상북도 상주시,계산동 523 (후천교),128.15861111111113,36.42805555555555,52.328,2.95,3.3,3.7,4.62,4.63,N,[],경상북도
2006675,환경부,상주시(화계교),경상북도 상주시,복룡동 487 (화계교),128.18777777777777,36.42027777777778,46.93,2.4,3.3,4.2,5.07, ,N,[],경상북도
2007620,환경부,문경시(말응리),경상북도 문경시,영순면 말응리 산93,128.2613888888889,36.5425,46.407,4.3,6.1,7.8,9.57, ,N,[],경상북도
2007640,환경부,문경시(이목리),경상북도 문경시,영순면 이목리 산80,128.29611111111112,36.55555555555555,46.677,5.9,6.4,8.4,10.5,10.46,N,[],경상북도
2007660,환경부,예천군(상풍교),경상북도 예천군,풍양면 효갈리1083-1 (상풍교),128.2686111111111,36.49861111111111,45.78,1.72,4,5.5,6.97,6.56,Y,[],경상북도
2007680,환경부,상주시(상주보상),경상북도 상주시,중동면 오상리 산91(죽암양수장),128.2513888888889,36.43194444444444,0,47.5,48.6,49.1,49.64,49.64,N,[],경상북도
2007682,환경부,상주시(상주보하),경상북도 상주시,도남동 810-1,128.24249999999998,36.43472222222222,0,43.1,44.7,46.3,47.86,47.86,N,[],경상북도
2007686,환경부,상주시(강창교),경상북도 상주시 낙동면,신상리 364-13(강창교),128.24444444444444,36.40972222222222,35.05,5.45,8.5,10.1,11.71,11.71,N,[],경상북도
2008628,환경부,의성군(구미교),경상북도 의성군 봉양면,구미리 475-2 (구미교),128.60027777777776,36.30583333333333,55.01,4,5.1,6.2,7.32,7.32,N,[],경상북도
2008630,환경부,군위군(미성교),경상북도 군위군,우보면 이화리 575-9 (미성교),128.67222222222222,36.181666666666665,102.3,2.4,2.9,3.4,3.81,3.81,N,[],경상북도
2008631,환경부,의성군(덕은교),경상북도 의성군,봉양면 구산리 1645-220 (덕은교),128.60944444444445,36.29,58.17,4.2,4.7,5.3,5.79,5.79,N,[],경상북도
2008632,환경부,의성군(비안교),경상북도 의성군,비안면 서부리 773 (비안교),128.48833333333332,36.335,44.81,3.58,6,7.5,8.99,8.99,N,[],경상북도
2008633,환경부,의성군(장송교),경상북도 의성군 비안면,장춘리 111-1(장송교),128.52083333333334,36.32777777777778,45.25,4.8,6.5,8,9.72,54.92,Y,[],경상북도
2008635,환경부,군위군(병수리),경상북도 군위군,효령면 병수리 703,128.58555555555557,36.176944444444445,85.03,2.9,3.5,4.4,5.21,5.22,N,[],경상북도
2008645,환경부,군위군(효령교),경상북도 군위군,효령면 중구리 725-1 (효령교),128.58416666666668,36.155277777777776,93.49,2.2,2.5,3.2,3.84,3.84,N,[],경상북도
2008650,환경부,군위군(무성리),경상북도 군위군,군위읍 무성리 821-2,128.56416666666667,36.193888888888885,80.26,4.2,5,6,6.12,6.12,Y,[],경상북도
2008665,환경부,의성군(동부교),경상북도 의성군 비안면,장춘리 965-1(동부교),128.50055555555556,36.323888888888895,48.29,4.6,5.8,7.1,8.28,8.28,N,[],경상북도
2008690,환경부,의성군(위중리),경상북도 의성군,단밀면 위중리 681-1,128.39694444444444,36.359722222222224,38.9,5.1,6.6,8.2,9.79,9.79,N,[],경상북도
2009618,환경부,의성군(낙단보상),경상북도 의성군,단밀면 생송리 1441,128.31305555555556,36.35722222222223,0,40.5,42.2,43,43.73,43.73,N,[],경상북도
2009620,환경부,의성군(낙단교),경상북도 의성군,단밀면 낙정리 806 (낙단교),128.3011111111111,36.3575,27.14,8.3,9,10.5,14,12.67,Y,[],경상북도
2009670,환경부,구미시(일선교),경상북도 구미시,도개면 신림리 775 (일선교),128.3427777777778,36.27305555555555,30.788,2.21,3.6,4.6,5.56,0,N,[],경상북도
2009680,환경부,구미시(구미보상),경상북도 구미시,선산읍 독동리 산98,128.33972222222224,36.23833333333334,0,33,34.3,34.9,35.55,35.55,N,[],경상북도
2009682,환경부,구미시(구미보하),경상북도 구미시,해평면 낙산리 1095-34,128.34444444444446,36.23361111111111,0,29.1,30.9,32.7,34.4,34.4,N,[],경상북도
2010635,환경부,김천시(지품교),경상북도 김천시,구성면 상원리 234-21 (지품교),128.03972222222222,36.02611111111111,106.54,3.3,4,4.7,5.44,5.44,N,[],경상북도
2010650,환경부,김천시(김천교),경상북도 김천시,지좌동 1046-1 (김천교),128.13055555555556,36.119166666666665,58.909,2.76,4.5,5,5.45,5.45,Y,[],경상북도
2010660,환경부,김천시(대동교),경상북도 김천시,개령면 서부리 669-1 (대동교),128.19305555555556,36.16361111111111,47.967,3,4,5.1,6.16,6.17,N,[],경상북도
2010690,환경부,구미시(선주교),경상북도 구미시,선산읍 화조리 581-6 (선주교),128.3088888888889,36.22777777777778,31.425,2.8,3.9,5,6.1,6.13,N,[],경상북도
2011625,환경부,구미시(양포교),경상북도 구미시 구포동,1075(양포교),128.4286111111111,36.135555555555555,26.957,3.9,4.9,6,6.99, ,N,[],경상북도
2011640,환경부,구미시(구미대교),경상북도 구미시,임수동 550-1 (구미대교),128.39666666666665,36.11083333333333,23.83,2.17,4.6,5.6,6.62,8.07,N,[],경상북도
2011648,환경부,칠곡군(칠곡보상),경상북도 칠곡군,양목면 관호리 1번지,128.39583333333331,36.01722222222222,0,26,27.2,27.8,28.39,28.39,N,[],경상북도
2011649,환경부,칠곡군(칠곡보하),경상북도 칠곡군,약목면 관호2리 37번지,128.39499999999998,36.013888888888886,0,21.9,23.6,25.4,27.13,27.13,N,[],경상북도
2011650,환경부,칠곡군(호국의다리),경상북도 칠곡군,왜관읍 석전리 872  (호국의다리),128.39444444444445,36.000277777777775,13.12,6.88,10,11.5,15,13.47,Y,[],경상북도
2011660,환경부,성주군(성주대교),경상북도 성주군,선남면 선원리 5-3 (성주대교),128.39027777777778,35.880833333333335,15.272,4.73,7.5,8.7,9.96,0,N,[],경상북도
2011665,환경부,성주군(도성교),경상북도 성주군,선남면 도성리 651-5 (도성교),128.36583333333334,35.87916666666667,18.445,4.2,5.2,6.3,7.3, ,N,[],경상북도
2011696,환경부,대구시(강정고령보하),대구광역시 달성군,다사읍 죽곡리 705번지,128.46527777777777,35.83916666666667,0,17.6,19.6,21.6,23.6,23.6,N,[],대구광역시
2012625,환경부,영천시(단포교),경상북도 영천시,고경면 단포리 407-144 (단포교),128.96833333333333,35.978611111111114,77.9,2.2,2.8,3.5,4.09,4.09,N,[],경상북도
2012628,환경부,영천시(영동교),경상북도 영천시,완산동 1269-1 (영동교),128.93861111111113,35.96888888888889,67.45,3.2,4.2,5.1,6.08,6.08,N,[],경상북도
2012632,환경부,영천시(영양교),경상북도 영천시,쌍계동 504-1 (영양교),128.9175,35.961666666666666,66.987,1.9,2.9,3.7,4.53, ,N,[],경상북도
2012640,환경부,영천시(금창교),경상북도 영천시,금호읍 교대리 661 (금창교),128.87555555555556,35.93055555555555,52.58,2.1,4,5,6.08,6.08,Y,[],경상북도
2012645,환경부,봉화군(풍호리),경상북도 봉화군,명호면 풍호리 산174,128.88888888888889,36.846111111111114,190.553,5,8.4,10.5,12.68, ,N,[],경상북도
2012648,환경부,경산시(압량교),경상북도 경산시,압량면 부적리 698 (압량교),128.76638888888888,35.852222222222224,38.69,2,2.9,3.8,4.71,4.71,N,[],경상북도
2012650,환경부,경산시(환상리),경상북도 경산시,하양읍 환상리 768-1 (금호3교 하류),128.77916666666667,35.878055555555555,39.21,1.8,4,5,6.14,6.14,N,[],경상북도
2012652,환경부,대구시(성동교),대구광역시 수성구,성동 566-1 (성동교),128.72361111111113,35.85194444444445,35.209,1.8,3.3,4.1,5.04,5.01,N,[],대구광역시
2012653,환경부,대구시(안심교),대구광역시 동구,동호동 340-1 (안심교),128.71444444444444,35.861666666666665,32.87,1,4,5,6.11,6.11,N,[],대구광역시
2012660,환경부,대구시(신암동),대구광역시 동구,불로동 1107-1 (보성2차APT앞),128.63444444444443,35.891666666666666,24.93,3.25,5.5,7.5,8.85,8.47,Y,[],대구광역시
2012665,환경부,대구시(동화교),대구광역시 북구,서변동 1630-1 (동화교),128.60027777777776,35.91638888888889,23.774,2,3.8,4.8,5.87, ,N,[],대구광역시
2012666,환경부,대구시(노곡교),대구광역시 북구 노곡동,883-2(노곡교),128.56472222222223,35.901944444444446,17.28,5.1,7,8.8,10.69,27.97,N,[],대구광역시
2012670,환경부,대구시(산격대교),대구광역시 북구,서변동 1630-1 (산격대교),128.59833333333333,35.909444444444446,21.11,3.9,5.9,7.2,8.55,8.49,N,[],대구광역시
2012690,환경부,대구시(성북교),대구광역시 북구,산격동 1519-1 (성북교),128.59305555555557,35.893055555555556,24.73,2.9,3,4,4.93,4.93,N,[],대구광역시
2012695,환경부,대구시(강창교),대구광역시 달서구,파호동 460 (강창교),128.47166666666666,35.85333333333333,12.73,5.5,7.6,9.8,11.88,11.97,N,[],대구광역시
2012696,환경부,대구시(매곡리),대구광역시 달성군,다사읍 매곡리 1171 (강정취수장 상류),128.4463888888889,35.849444444444444,13.02,6.98,9,10,11.21,11.28,N,[],대구광역시
2013615,환경부,성주군(가천교),경상북도 성주군,가천면 창천리 1242-1 (가천교),128.17305555555555,35.880833333333335,112.487,2.2,2.9,3.6,4.33, ,N,[],경상북도
2013620,환경부,성주군(화죽교),경상북도 성주군,수륜면 수성리 954-1 (화죽교),128.17916666666665,35.873333333333335,108.971,2.1,2.5,2.9,3.39, ,N,[],경상북도
2013630,환경부,합천군(구정리),경상남도 합천군 야로면,구정리 269-1,128.16972222222222,35.70722222222223,101.16,3.02,3.6,4.2,4.93,4.94,N,[],경상남도
2013640,환경부,고령군(귀원교),경상북도 고령군,쌍림면 매촌리 463-1 (귀원교),128.23916666666665,35.67583333333333,38.793,2.9,3.8,4.8,5.68, ,N,[],경상북도
2013650,환경부,고령군(회천교),경상북도 고령군,고령읍 장기리 331 (회천교),128.2777777777778,35.72916666666667,22.63,3.5,3.7,4.3,4.84,4.84,N,[],경상북도
2013685,환경부,고령군(사촌리),경상북도 고령군,우곡면 사촌리 899-1,128.32194444444445,35.70055555555556,14.342,4,5.5,6.9,8.3, ,N,[],경상북도
2013690,환경부,고령군(도진교),경상북도 고령군,우곡면 야정리 971 (도진교),128.33722222222224,35.678888888888885,10.72,4.1,5.8,7.5,9.26, ,N,[],경상북도
2014620,환경부,대구시(사문진교),대구광역시 달성군,화원읍 성산리 744-11 (사문진교),128.47416666666666,35.81222222222222,10.63,3.87,8.8,10.8,12.63,13.57,N,[],대구광역시
2014640,환경부,고령군(고령교),경상북도 고령군,성산면 삼대리 112-3 (고령교),128.38694444444442,35.75277777777778,10.6,3.9,8.1,9.9,11.5,12.2,N,[],경상북도
2014650,환경부,대구시(달성보상),대구광역시 달성군,논공읍 하리 813번지,128.42222222222222,35.736111111111114,0,14.5,18.7,20.3,21.87,21.87,N,[],대구광역시
2014651,환경부,고령군(달성보하),경상북도 고령군,개진면 이안리 12-1번지,128.4163888888889,35.731944444444444,0,14.2,16.6,19.1,21.52,21.71,N,[],경상북도
2014660,환경부,대구시(성하리),대구광역시 달성군,현풍면 성하리 274 (현풍휴게소뒤),128.43416666666667,35.70277777777778,8.3,2.7,10,12,12.77,13.4,Y,[],대구광역시
2014680,환경부,대구시(내리),대구광역시 달성군,구지면 내리 774-5,128.40305555555557,35.63361111111111,4.583,6.41,10,12.4,14.9, ,N,[],대구광역시
2014690,환경부,합천군(율지교),경상남도 합천군,덕곡면 율지리 1 (율지교),128.35833333333332,35.61222222222222,4.153,6.85,10,12.3,14.66, ,N,[],경상남도
2014697,환경부,합천군(합천창녕보상),경상남도 합천군,청덕면 삼학리 221-1천,128.35611111111112,35.58888888888889,0,11,15.4,17,18.59,18.59,N,[],경상남도
2014699,환경부,합천군(합천창녕보하),경상남도 합천군,청덕면 삼학리 199-1,128.3552777777778,35.58694444444445,0,10.2,12.9,15.5,18.15,18.15,N,[],경상남도
2015630,환경부,거창군(남하교),경상남도 거창군,남상면 월평리 855-15 (남하교),127.94,35.67194444444444,177.37,3,4,5,6.06,6.06,N,[],경상남도
2016680,환경부,합천군(황강교),경상남도 합천군,적중면 죽고리 922-1 (황강교),128.2927777777778,35.57194444444445,8.291,5,7,9,10.93,10.85,Y,[],경상남도
2017620,환경부,합천군(적포교),경상남도 합천군,청덕면 앙진리 1 (적포교),128.35916666666665,35.527499999999996,.574,4.93,11.3,14,16.78,0,N,[],경상남도
2017630,환경부,의령군(대곡교),경상남도 의령군,부림면 대곡리 996 (대곡교),128.34833333333333,35.48527777777778,6.757,5,6.9,8.7,10.6, ,N,[],경상남도
2017685,환경부,의령군(세간교),경상남도 의령군,유곡면 세간리 29-4 (세간교),128.35,35.44333333333333,20.89,2.66,3.5,4,4.8,4.8,N,[],경상남도
2018609,환경부,함양군(안의교),경상남도 함양군,안의면 금천리 254-1 (안의교),127.81361111111111,35.62916666666667,189.55,1.5,2.9,3.7,4.47,4.28,N,[],경상남도
2018640,환경부,산청군(고읍교),경상남도 산청군 생초면,하촌리 160-6 (고읍교),127.83055555555555,35.48916666666667,106.71,5.3,6.1,6.7,9.33,9.33,N,[],경상남도
2018645,한국수자원공사,산청군(경호교),경상남도 산청군,산청읍 산청리 349(경호교),127.87416666666665,35.41777777777777,86.15,3.76,6.5,8,10.61,10.61,Y,[],경상남도
2018662,환경부,산청군(소이교),경상남도 산청군 신안면,외고리 431-1 (소이교),128.0075,35.36,56.513,2.2,3.4,4.5,5.6, ,N,[],경상남도
2018674,환경부,산청군(묵곡교),경상남도 산청군,단성면 묵곡리 140-11 (묵곡교),127.96416666666667,35.28194444444444,37.8,4.4,6.3,8.2,10.09,10.09,N,[],경상남도
2019610,환경부,고성군(두문교),경상남도 고성군,영오면 오서리 1611-1 (두문교),128.19083333333333,35.09861111111111,33.21,2.9,3.5,4.1,5.41,5.41,N,[],경상남도
2019620,환경부,함안군(송도교),경상남도 함안군 대산면,구혜리 927-1 (송도교),128.41583333333335,35.36055555555556,-.099,8.6,11,13.3,15.66, ,N,[],경상남도
2019625,환경부,진주시(옥산교),경상남도 진주시 문산읍,옥산리 39-2(옥산교),128.15611111111113,35.16305555555555,16.433,5.1,6,6.7,7.87, ,N,[],경상남도
2019635,환경부,진주시(덕오리),경상남도 진주시,집현면 덕오리 22-2,128.13694444444442,35.237500000000004,12.11,4.5,5.8,7.1,8.43, ,N,[],경상남도
2019640,환경부,진주시(월강교),경상남도 진주시,진성면 가진리 1718  (월강교),128.1988888888889,35.222500000000004,10.727,3.7,5.4,7.2,8.86, ,N,[],경상남도
2019647,환경부,진주시(장박교),경상남도 진주시,지수면 청담리 1684-1 (장박교),128.27222222222224,35.256388888888885,4.711,6.3,8.4,10.6,12.72, ,N,[],경상남도
2019653,환경부,의령군(공단교),경상남도 의령군 의령읍,동동리 845-2(공단교),128.2686111111111,35.31722222222223,8.79,4.5,5.7,6.8,7.94,7.94,N,[],경상남도
2019655,환경부,의령군(정암교),경상남도 의령군,의령읍 정암리 430-43 ((구)정암교),128.29527777777778,35.31333333333333,6.04,6.2,7,8.5,10.69,10.69,Y,[],경상남도
2019680,환경부,함안군(서촌리),경상남도 함안군,대산면 서촌리 1446 (악양교 하류),128.40055555555557,35.33166666666667,3.041,5.9,8.2,10.6,12.92, ,N,[],경상남도
2019685,환경부,함안군(대사교),경상남도 함안군 함안면,대산리 1242-2(대사교),128.42555555555555,35.255,20.46,2.3,2.8,3.3,3.86, ,N,[],경상남도
2019695,환경부,의령군(성산리),경상남도 의령군,지정면 성산리 1106-4,128.42916666666665,35.39083333333333,3.09,5.1,7.5,9.9,12.21,0,N,[],경상남도
2020603,환경부,밀양시(판곡교),경상남도 밀양시,무안면 죽월리 672-1 (판곡교),128.6536111111111,35.504444444444445,19.757,2.6,3.2,3.8,4.36, ,N,[],경상남도
2020605,환경부,창녕군(강리),경상남도 창녕군,장마면 강리 1085-1 (화영삼거리 부근),128.46249999999998,35.4575,8.789,2.3,3.4,4.4,5.41, ,N,[],경상남도
2020615,환경부,함안군(계내리),경상남도 함안군,칠서면 계내리 343 (진동양수장옆),128.4836111111111,35.38333333333333,1.9,3.6,7,9,12.54,12.31,Y,[],경상남도
2020640,환경부,함안군(소랑교),경상남도 함안군,칠북면 덕남리 328-4 (소랑교),128.5225,35.38138888888889,-.168,5.67,10.1,12.3,14.44, ,N,[],경상남도
2020646,환경부,함안군(창녕함안보하),경상남도 함안군,칠북면 봉촌리 257 천,128.55055555555558,35.382777777777775,0,5.8,8.4,10.9,13.43,13.43,N,[],경상남도
2020647,환경부,창녕군(창녕함안보상),경상남도 창녕군,길곡면 오호리 1001,128.5511111111111,35.380833333333335,0,5.5,10.2,11.9,13.68,13.68,N,[],경상남도
2020650,환경부,창녕군(청암리),경상남도 창녕군,부곡면 청암리 1110 (청암취수장옆),128.60083333333333,35.39555555555555,-4.011,11.5,11.9,14.1,16.37,16.44,N,[],경상남도
2020651,환경부,밀양시(인교),경상남도 밀양시,초동면 오방리 682 (인교),128.6511111111111,35.42527777777777,1.766,4.8,6.9,8.9,10.97, ,N,[],경상남도
2020675,환경부,창원시(수산대교),경상남도 창원시,의창구 대산면 모산리 701 (수산대교),128.71416666666664,35.36527777777778,-.518,5.4,7.6,9.7,11.91,0,N,[],경상남도
2020680,환경부,김해시(오서교),경상남도 김해시,한림면 금곡리 1015 (오서교),128.815,35.336111111111116,-.608,4.5,6,7.5,9.04, ,N,[],경상남도
2021610,환경부,경주시(의곡교),경상북도 경주시 산내면,의곡리 591-40(의곡교),129.04749999999999,35.75833333333333,191.412,2.3,3,3.7,4.32, ,N,[],경상북도
2021640,환경부,청도군(원리),경상북도 청도군,청도읍 원리 988-1,128.76277777777779,35.61972222222222,53.27,1.8,3.8,4.8,5.58,5.8,N,[],경상북도
2021665,환경부,밀양시(상동교),경상남도 밀양시,상동면 옥산리 141-2 (상동교),128.765,35.56472222222222,25.744,4,5.5,7.1,8.6, ,N,[],경상남도
2021670,환경부,밀양시(금곡리),경상남도 밀양시,산외면 금곡리 83-8 (금곡교 하류),128.8388888888889,35.50861111111111,31.494,4.4,5,5.5,7.81, ,N,[],경상남도
2021675,환경부,밀양시(용평동),경상남도 밀양시,용평동 963 (활성교 상류),128.7788888888889,35.49444444444445,11.15,1.7,3.5,4.5,6.06,6.06,Y,[],경상남도
2021677,환경부,밀양시(남천교),경상남도 밀양시,삼문동 377 (남천교),128.7472222222222,35.48916666666667,5.37,4.5,4.8,6.2,7.58,8.04,N,[],경상남도
2021685,환경부,밀양시(남포동),경상남도 밀양시,남포동 408,128.78527777777776,35.461111111111116,.046,3.5,7.3,9.5,11.64,11.21,N,[],경상남도
2021690,환경부,밀양시(삼상교),경상남도 밀양시,삼랑진읍 미전리 894-15 (삼상교),128.79666666666665,35.41083333333333,-.88,4.5,7.8,9.9,12.01,12.01,N,[],경상남도
2022610,환경부,밀양시(삼랑진교),경상남도 밀양시,삼랑진읍 삼랑리 854 (삼랑진교),128.82166666666666,35.3825,-.828,4,5,7,11.67,11.57,Y,[],경상남도
2022640,환경부,김해시(월촌리),경상남도 김해시,대동면 월촌리 988,128.99416666666664,35.28944444444444,-.81,3.23,5.5,7,8.41,8.41,N,[],경상남도
2022655,환경부,양산시(효충교),경상남도 양산시,상북면 소토리 1287-47 (효충교),129.04694444444445,35.38055555555555,7.25,3.4,4.6,5.8,6.97,6.37,N,[],경상남도
2022660,환경부,양산시(양산교),경상남도 양산시,신기동 600 (양산교),129.0361111111111,35.3575,4.26,2.4,4,5,6.31,6.31,N,[],경상남도
