약수터 이름,시도,시군구,주소
찬물샘약수터,경상남도,양산시,경상남도 양산시 원동면 69-12
천정약수터,경상남도,양산시,경상남도 양산시 주진동 75-3
일운약수터,경상남도,거제시,경상남도 거제시 일운면 34-15
산양약수터,경상남도,거제시,경상남도 거제시 동부면 940-6
참샘약수터,경상남도,거제시,경상남도 거제시 연초면 83
앵산약수터,경상남도,거제시,경상남도 거제시 하청면 127-1
힐사이드약수터,경상남도,거제시,경상남도 거제시 옥포동 1230-1
선창샘,경상남도,거제시,경상남도 거제시 둔덕면 363-1
비둘기공원,경기도,시흥시,경기도 시흥시 은행동 16-29
열림약수터,경기도,수원시영통구,경기도 수원시영통구 이의동 1043
간촌1,경기도,안양시동안구,경기도 안양시동안구 131
금강도,경상남도,산청군,경상남도 산청군 산청읍 108
밤러리재,경상남도,산청군,경상남도 산청군 삼장면 120
청계,경상남도,산청군,경상남도 산청군 단성면 35
상림약수터,경상남도,함양군,경상남도 함양군 함양읍 49
백운산약수터,경상남도,함양군,경상남도 함양군 백전면 91-14
건계정,경상남도,거창군,경상남도 거창군 거창읍 34-1
거열산성,경상남도,거창군,경상남도 거창군 거창읍 45-3
감악산,경상남도,거창군,경상남도 거창군 신원면 과정리13
활터약수터,경상남도,합천군,경상남도 합천군 합천읍 198
앵봉(좌),서울특별시,은평구,서울특별시 은평구 갈현동 12-1
응암,서울특별시,은평구,서울특별시 은평구 응암동 6-48
장미동산(우),서울특별시,은평구,서울특별시 은평구 녹번동 1-1
장미동산(좌),서울특별시,은평구,서울특별시 은평구 녹번동 1-1
서부(우),서울특별시,은평구,서울특별시 은평구 갈현동 267-100
덕천,서울특별시,서대문구,서울특별시 서대문구 연희동 2-17
만수천,서울특별시,서대문구,서울특별시 서대문구 봉원동 2-1
맥천,서울특별시,서대문구,서울특별시 서대문구 연희동 2-2
명천,서울특별시,서대문구,서울특별시 서대문구 연희동 2-17
백련,서울특별시,서대문구,서울특별시 서대문구 홍은동 19-1
백암,서울특별시,서대문구,서울특별시 서대문구 홍제동 33-44
복수천,서울특별시,서대문구,서울특별시 서대문구 북아현동 1-1616
봉구천,서울특별시,서대문구,서울특별시 서대문구 봉원동 2-1
봉화천,서울특별시,서대문구,서울특별시 서대문구 홍제동 33-44
석천,서울특별시,서대문구,서울특별시 서대문구 연희동 2-15
약사전,강원도,횡성군,강원도 횡성군 서원면 
약물내기샘터,강원도,영월군,강원도 영월군 영월읍 방절리
옥수정샘터,강원도,영월군,강원도 영월군 상동읍 천평리
옥동샘터,강원도,영월군,강원도 영월군 김삿갓면 
마차샘터,강원도,영월군,강원도 영월군 북면 
우무골샘터,강원도,영월군,강원도 영월군 북면 
장충샘터,강원도,영월군,강원도 영월군 주천면 
꽃바위샘터,강원도,영월군,강원도 영월군 무릉도원면 도원리
상원사샘터,강원도,평창군,강원도 평창군 진부면 
물안이골샘터,강원도,정선군,강원도 정선군 고한읍 
도사곡샘터,강원도,정선군,강원도 정선군 사북읍 사북리
거북샘터,강원도,정선군,강원도 정선군 신동읍 
양지말샘터,강원도,정선군,강원도 정선군 여량면 
숙암샘터,강원도,정선군,강원도 정선군 북평면 
천보산,경기도,의정부시,경기도 의정부시 63-2
사천동아아파트,충청북도,청주시청원구,충청북도 청주시청원구 437
연흥,서울특별시,서대문구,서울특별시 서대문구 연희동 2-36
옥동,서울특별시,서대문구,서울특별시 서대문구 홍제동 1-1
옥천,서울특별시,서대문구,서울특별시 서대문구 봉원동 2-14
용천(안산),서울특별시,서대문구,서울특별시 서대문구 연희동 2-17
용천(인왕),서울특별시,서대문구,서울특별시 서대문구 홍제동 1-100
풍천,서울특별시,서대문구,서울특별시 서대문구 봉원동 2-1
호박골,서울특별시,서대문구,서울특별시 서대문구 홍은동 1-85
안산천,서울특별시,서대문구,서울특별시 서대문구 봉원동 2-1
중탑,경상남도,사천시,경상남도 사천시 축동면 676-1
봉명산,경상남도,사천시,경상남도 사천시 곤명면 15
서재골(상),경상남도,김해시,경상남도 김해시 동상동 189
서재골(하),경상남도,김해시,경상남도 김해시 동상동 190-1
평산공동우물,경상남도,양산시,경상남도 양산시 하북면 265-2
자하곡,경상남도,창녕군,경상남도 창녕군 창녕읍 2-1
함박산,경상남도,창녕군,경상남도 창녕군 영산면 38
남산약수터,경상남도,고성군,경상남도 고성군 고성읍 369-2
연화산약수터,경상남도,고성군,경상남도 고성군 영현면 
복곡,경상남도,남해군,경상남도 남해군 이동면 
안천,서울특별시,서대문구,서울특별시 서대문구 홍제동 33-44
양천,서울특별시,서대문구,서울특별시 서대문구 연희동 2-13
연수천,서울특별시,서대문구,서울특별시 서대문구 연희동 2-15
장수천,서울특별시,서대문구,서울특별시 서대문구 봉원동 2-1
행천,서울특별시,서대문구,서울특별시 서대문구 봉원동 2-1
싸리재샘,강원도,속초시,강원도 속초시 조양동 399-2
양리샘터,강원도,삼척시,강원도 삼척시 근덕면 232-3
석화산샘터,강원도,홍천군,강원도 홍천군 홍천읍 희망리31
잿골샘터,강원도,홍천군,강원도 홍천군 홍천읍 희망리49
닭바위샘터,강원도,홍천군,강원도 홍천군 홍천읍 갈마곡리67-13
주전선약수터,울산광역시,동구,울산광역시 동구 동부동 177-1
불로천,서울특별시,관악구,서울특별시 관악구 봉천동 115
거북,서울특별시,은평구,서울특별시 은평구 녹번동 1-1
녹수,서울특별시,은평구,서울특별시 은평구 녹번동 1-1
서부(좌),서울특별시,은평구,서울특별시 은평구 갈현동 267-100
수국사,서울특별시,은평구,서울특별시 은평구 갈현동 135-5
안산헬스,서울특별시,서대문구,서울특별시 서대문구 봉원동 2-1
구룡1리 약수,충청남도,보령시,충청남도 보령시 웅천읍 122-16
소리골 약수,충청남도,보령시,충청남도 보령시 청라면 
석남2약수터,인천광역시,서구,인천광역시 서구 석남동 7
서곡리 샘터,강원도,홍천군,강원도 홍천군 내촌면 94
병풍바위,인천광역시,연수구,인천광역시 연수구 청학동 55-4
포망골,인천광역시,연수구,인천광역시 연수구 청학동 55-20
호불사,인천광역시,연수구,인천광역시 연수구 옥련동 65-2
청학사,인천광역시,연수구,인천광역시 연수구 청학동 22
황매약수터,경상남도,합천군,경상남도 합천군 대병면 10-1
전안,경상남도,합천군,경상남도 합천군 
거북,부산광역시,사상구,부산광역시 사상구 학장동 154-1
삼운정,부산광역시,사상구,부산광역시 사상구 주례동 74-1
철학로약수터,부산광역시,동래구,부산광역시 동래구 온천동 177-2
부곡,부산광역시,금정구,부산광역시 금정구 부곡동 84-1
홍주성 옥사우물,충청남도,홍성군,충청남도 홍성군 홍성읍 오관리42
만수,서울특별시,은평구,서울특별시 은평구 신사동 93-16
노산솔밭공동우물,충청북도,청주시서원구,충청북도 청주시서원구 867-1
봉암샘,서울특별시,노원구,서울특별시 노원구 중계동 101-1
북한산공원보국문밑,서울특별시,성북구,서울특별시 성북구 정릉동 
북한산공원도성암위,서울특별시,강북구,서울특별시 강북구 수유동 
석계암,경기도,하남시,경기도 하남시 초이동 25-15
성지,경기도,하남시,경기도 하남시 초이동 42-1
개화산입구,서울특별시,강서구,서울특별시 강서구 방화동 152-1
청천,인천광역시,부평구,인천광역시 부평구 청천동 55-110
구성,경기도,용인시처인구,경기도 용인시처인구 15
중머리재,광주광역시,동구,광주광역시 동구 용연동 254-3
먹골지구,서울특별시,중랑구,서울특별시 중랑구 묵동 41-7
용화골,강원도,철원군,강원도 철원군 갈말읍 
보광암,부산광역시,금정구,부산광역시 금정구 장전동 29-4
금정,부산광역시,금정구,부산광역시 금정구 장전동 29-4
구룡(1),서울특별시,서초구,서울특별시 서초구 염곡동 39-4
만탑,부산광역시,부산진구,부산광역시 부산진구 개금동 11
수색,서울특별시,은평구,서울특별시 은평구 수색동 28-1
앵봉(우),서울특별시,은평구,서울특별시 은평구 갈현동 12-1
녹신,서울특별시,은평구,서울특별시 은평구 응암동 37-54
상록천,서울특별시,광진구,서울특별시 광진구 구의동 3-10
청암,서울특별시,광진구,서울특별시 광진구 광장동 5-117
영신여고,서울특별시,노원구,서울특별시 노원구 중계동 101-7
석천생수,서울특별시,노원구,서울특별시 노원구 상계동 153-1
절산샘터,강원도,양양군,강원도 양양군 
석천암약수터,충청남도,논산시,충청남도 논산시 벌곡면 14-4
레포츠,경기도,군포시,경기도 군포시 금정동 356-11
당너머,경기도,군포시,경기도 군포시 당동 39-31
옥포해변약수터,경상남도,거제시,경상남도 거제시 옥포동 76
동항리,경기도,안성시,경기도 안성시 양성면 63
운동장,경상남도,창원시의창구,경상남도 창원시의창구 73-26
천정샘,서울특별시,노원구,서울특별시 노원구 중계동 40-5
하계약수,서울특별시,노원구,서울특별시 노원구 하계동 13-1
대암산3,경상남도,창원시성산구,경상남도 창원시성산구 117
안민고개,경상남도,창원시성산구,경상남도 창원시성산구 144
오리,경기도,양평군,경기도 양평군 
오현,경기도,양평군,경기도 양평군 
옻샘골,경기도,양평군,경기도 양평군 
월롱,경기도,양평군,경기도 양평군 
상황봉관음사약수터,전라남도,완도군,전라남도 완도군 완도읍 16-1
공동우물(충도),전라남도,완도군,전라남도 완도군 금일읍 장정리
장곡사,충청남도,청양군,충청남도 청양군 대치면 28
옻샘물,강원도,원주시,강원도 원주시 지정면 
등명약수,강원도,강릉시,강원도 강릉시 강동면 17
송천약수,강원도,강릉시,강원도 강릉시 연곡면 200
태장봉샘터,강원도,강릉시,강원도 강릉시 대전동 150-4
남촌공동우물,전라남도,해남군,전라남도 해남군 옥천면 748
항리공동우물,전라남도,해남군,전라남도 해남군 삼산면 361-2
토월괴산,경상남도,창원시성산구,경상남도 창원시성산구 47
대암산2,경상남도,창원시성산구,경상남도 창원시성산구 120
절골샘터,강원도,평창군,강원도 평창군 미탄면 46-3
도내2리,경기도,양평군,경기도 양평군 
동패2리,경기도,양평군,경기도 양평군 
밥재,경기도,양평군,경기도 양평군 1
방아다리,경기도,양평군,경기도 양평군 
새돔샘,전라남도,구례군,전라남도 구례군 마산면 18-10
칠갑산(1),충청남도,청양군,충청남도 청양군 대치면 23
칠갑산(2),충청남도,청양군,충청남도 청양군 대치면 83-2
배리,경기도,양평군,경기도 양평군 
봉황,경기도,양평군,경기도 양평군 
구병식약수터,충청남도,태안군,충청남도 태안군 
삭선리약수터,충청남도,태안군,충청남도 태안군 
소야리,충청남도,태안군,충청남도 태안군 
근창,경기도,양평군,경기도 양평군 
내화산,경기도,양평군,경기도 양평군 
늘노리,경기도,양평군,경기도 양평군 
대원정사,경기도,양주시,경기도 양주시 장흥면 304-2
태복산1,경상남도,창원시의창구,경상남도 창원시의창구 13
연풍3리,경기도,파주시,경기도 파주시 파주읍 347
연화사,충청북도,청주시흥덕구,충청북도 청주시흥덕구 10
느랏터샘터,강원도,고성군,강원도 고성군 토성면 37
"5,6호약수터(2)",경기도,양평군,경기도 양평군 
골짜기,경기도,양평군,경기도 양평군 
압복강,경기도,양평군,경기도 양평군 
애룡,경기도,양평군,경기도 양평군 
절터샘,서울특별시,노원구,서울특별시 노원구 상계동 1-2
궁마을,서울특별시,강남구,서울특별시 강남구 수서동 5
후곡약수터,강원도,양구군,강원도 양구군 동면 
양지,경기도,군포시,경기도 군포시 산본동 1153
초도샘터,강원도,고성군,강원도 고성군 현내면 219-12
창천수,서울특별시,서대문구,서울특별시 서대문구 봉원동 2-1
수진암천,강원도,인제군,강원도 인제군 기린면 
어린이공원,전라남도,여수시,전라남도 여수시 봉강동 578-9
불현옻물약수,경기도,양평군,경기도 양평군 
삼정,경기도,양평군,경기도 양평군 
샘터(쉼터),경기도,양평군,경기도 양평군 
성재암,경기도,양평군,경기도 양평군 
송능,경기도,양평군,경기도 양평군 
솥우물,경기도,양평군,경기도 양평군 
식현리,경기도,양평군,경기도 양평군 
신호,경기도,양평군,경기도 양평군 
소래산,경기도,시흥시,경기도 시흥시 대야동 140-6
조안,경기도,남양주시,경기도 남양주시 조안면 22-56
소곡,경기도,안양시만안구,경기도 안양시만안구 123
충주댐약수터,충청북도,충주시,충청북도 충주시 동량면 180-2
랑구미샘터,강원도,양구군,강원도 양구군 방산면 
오륙도,경상북도,김천시,경상북도 김천시 남산동 11-1
고성사,경상북도,김천시,경상북도 김천시 부곡동 
음양수,경상북도,김천시,경상북도 김천시 부곡동 47
소암천,경기도,시흥시,경기도 시흥시 대야동 170-22
대성사샘터,강원도,양양군,강원도 양양군 
봉의산샘터,강원도,양양군,강원도 양양군 
돌산샘,서울특별시,노원구,서울특별시 노원구 상계동 159-1
장좌약수터,전라남도,신안군,전라남도 신안군 
성골약수터,경상북도,포항시북구,경상북도 포항시북구 
진전샘터,경상북도,포항시남구,경상북도 포항시남구 
삼성,경기도,안양시만안구,경기도 안양시만안구 78
화창2,경기도,안양시만안구,경기도 안양시만안구 162-17
옥천,경기도,군포시,경기도 군포시 금정동 34
비석골,서울특별시,노원구,서울특별시 노원구 월계동 779
백운사,충청북도,청주시상당구,충청북도 청주시상당구 18
길상사,충청북도,청주시상당구,충청북도 청주시상당구 431
용천,경기도,구리시,경기도 구리시 아천동 49-1
석성당샘터,강원도,양양군,강원도 양양군 양양읍 
갈천약수,강원도,양양군,강원도 양양군 서면 
오색약수,강원도,양양군,강원도 양양군 서면 
범바위,경기도,이천시,경기도 이천시 신둔면 27-1
사부골,경기도,이천시,경기도 이천시 관고동 67-3
우암산등산로3,충청북도,청주시청원구,충청북도 청주시청원구 29-1
먼등골(9),경상남도,창원시,경상남도 창원시 
먼등골(11),경상남도,창원시,경상남도 창원시 
백족산,경기도,이천시,경기도 이천시 장호원읍 112
백영,경기도,안양시만안구,경기도 안양시만안구 81-3
장수옹달샘,경기도,안양시만안구,경기도 안양시만안구 79-3
럭키아파트,충청북도,청주시청원구,충청북도 청주시청원구 863
매봉산3,경기도,화성시,경기도 화성시 송산면 36
원차산,경기도,남양주시,경기도 남양주시 화도읍 830-5
서원마을,서울특별시,강동구,서울특별시 강동구 암사동 104
고견사,경상남도,거창군,경상남도 거창군 가조면 19
심학,경기도,파주시,경기도 파주시 동패동 300
고인돌,경기도,파주시,경기도 파주시 교하동 758-2
정수장뒤,경기도,양평군,경기도 양평군 
제3땅굴,경기도,양평군,경기도 양평군 
조산마을,경기도,양평군,경기도 양평군 
청석골,경기도,양평군,경기도 양평군 
갈대광장,경기도,양평군,경기도 양평군 
체력단련장,서울특별시,강남구,서울특별시 강남구 일원동 436-6
어름박골,경기도,이천시,경기도 이천시 마장면 74
남산공원장충,서울특별시,중구,서울특별시 중구 장충동1가 14-21
배내,경기도,양평군,경기도 양평군 
가람약수,경기도,양평군,경기도 양평군 
소요소방서옆,경기도,양평군,경기도 양평군 
동막골,경기도,양평군,경기도 양평군 
광포,경상남도,남해군,경상남도 남해군 남해읍 
찬샘이,경상남도,산청군,경상남도 산청군 단성면 413
추곡약수터,강원도,춘천시,강원도 춘천시 북산면 176-1
송암샘터,강원도,춘천시,강원도 춘천시 송암동 826-8
성라공원2,경기도,고양시덕양구,경기도 고양시덕양구 70
용천,경기도,고양시덕양구,경기도 고양시덕양구 84
유곽골(지축),경기도,고양시덕양구,경기도 고양시덕양구 127-1
동신,부산광역시,북구,부산광역시 북구 만덕동 121
물망골1,부산광역시,금정구,부산광역시 금정구 구서동 4-8
회동,부산광역시,금정구,부산광역시 금정구 금사동 111
황금약수터,부산광역시,연제구,부산광역시 연제구 연산동 180-1
매곡,경기도,안양시동안구,경기도 안양시동안구 113
실이봉약수터,부산광역시,동구,부산광역시 동구 범일동 65-121
녹수약수터,부산광역시,동구,부산광역시 동구 범일동 65-121
산수약수터,부산광역시,동구,부산광역시 동구 수정동 65-121
봉수약수터,부산광역시,동구,부산광역시 동구 초량동 29
녹산약수터,부산광역시,동구,부산광역시 동구 초량동 34-1
전원약수터,부산광역시,동구,부산광역시 동구 초량동 64-3
정노천,서울특별시,광진구,서울특별시 광진구 구의동 3-8
절골,서울특별시,중랑구,서울특별시 중랑구 망우동 28
구름재약수터,부산광역시,수영구,부산광역시 수영구 광안동 35-1
동굴약수터,부산광역시,수영구,부산광역시 수영구 광안동 19
버드나무,서울특별시,종로구,서울특별시 종로구 옥인동 179-1
대신공원대동,부산광역시,서구,부산광역시 서구 동대신동3가 2-2
삼청공원,서울특별시,종로구,서울특별시 종로구 삼청동 2-1
임학골,인천광역시,계양구,인천광역시 계양구 임학동 8-2
검암약수터,인천광역시,서구,인천광역시 서구 검암동 71-3
불로약수터,인천광역시,서구,인천광역시 서구 불로동 59-1
태정약수터,인천광역시,서구,인천광역시 서구 대곡동 193
철마약수터,인천광역시,서구,인천광역시 서구 가좌동 14
산우물,인천광역시,옹진군,인천광역시 옹진군 
평두메,광주광역시,북구,광주광역시 북구 화암동 221
모래재옹달샘,충청북도,괴산군,충청북도 괴산군 사리면 29-1
계양,인천광역시,계양구,인천광역시 계양구 계산동 52
효성,인천광역시,계양구,인천광역시 계양구 효성동 36-1
88공원샘터,강원도,춘천시,강원도 춘천시 온의동 492-1
상록수,서울특별시,관악구,서울특별시 관악구 남현동 64
일심,서울특별시,관악구,서울특별시 관악구 남현동 57-10
옥녀약수터,부산광역시,사하구,부산광역시 사하구 감천동 71
장천,부산광역시,북구,부산광역시 북구 화명동 259
불암,경기도,의정부시,경기도 의정부시 녹양동 2-10
정자,경기도,수원시장안구,경기도 수원시장안구 869-1
성대,경기도,수원시장안구,경기도 수원시장안구 38
천봉,서울특별시,관악구,서울특별시 관악구 남현동 64
옹달샘,경기도,수원시장안구,경기도 수원시장안구 13
청량산,부산광역시,남구,부산광역시 남구 용당동 51-9
장천(하),부산광역시,북구,부산광역시 북구 화명동 259
구봉약수터,부산광역시,동구,부산광역시 동구 범일동 65-121
불로,경기도,의정부시,경기도 의정부시 가능동 81-2
녹산우물,부산광역시,강서구,부산광역시 강서구 녹산동 12
이세미샘,부산광역시,강서구,부산광역시 강서구 죽림동 775-5
넘마을,경기도,고양시덕양구,경기도 고양시덕양구 94
돌산,경기도,고양시덕양구,경기도 고양시덕양구 159-1
수원지,경기도,의정부시,경기도 의정부시 가능동 590
해강약수터,경상남도,양산시,경상남도 양산시 신기동 252-2
주공,경기도,군포시,경기도 군포시 산본동 100
만월산,인천광역시,남동구,인천광역시 남동구 간석동 27-1
양묘,인천광역시,부평구,인천광역시 부평구 청천동 152-1
석천,인천광역시,부평구,인천광역시 부평구 산곡동 179
산봉,인천광역시,부평구,인천광역시 부평구 산곡동 98
월미전통공원,인천광역시,중구,인천광역시 중구 북성동1가 75
금산골약수터,울산광역시,울주군,울산광역시 울주군 온산읍 258
인성암약수터,울산광역시,울주군,울산광역시 울주군 서생면 34
금석리약수터,충청북도,음성군,충청북도 음성군 금왕읍 349
대지포,경상남도,남해군,경상남도 남해군 
매자골3약수터,대구광역시,달서구,대구광역시 달서구 송현동 10-1
자유공원,인천광역시,중구,인천광역시 중구 송학동1가 1-1
팔각정,인천광역시,연수구,인천광역시 연수구 청학동 15
오부자,인천광역시,연수구,인천광역시 연수구 청학동 57
베겟골,인천광역시,연수구,인천광역시 연수구 선학동 71-1
성내공원약수터,울산광역시,북구,울산광역시 북구 염포동 995-11
북한산공원용천,서울특별시,성북구,서울특별시 성북구 정릉동 
북한산공원용화천,서울특별시,성북구,서울특별시 성북구 정릉동 
중앙늘샘쉽터①,부산광역시,남구,부산광역시 남구 대연동 54-36
낙낙강수,경기도,이천시,경기도 이천시 백사면 1
대청,대전광역시,대덕구,대전광역시 대덕구 미호동 692
정발산,경기도,고양시일산동구,경기도 고양시일산동구 마두동 1121
삼어제2약수터,부산광역시,기장군,부산광역시 기장군 기장읍 3
좌수,부산광역시,동구,부산광역시 동구 초량동 33-1
동화사1,대구광역시,동구,대구광역시 동구 도학동 35
용화사,대전광역시,대덕구,대전광역시 대덕구 법동 2
풍년고개샘터,강원도,원주시,강원도 원주시 흥업면 72-43
문둥골,경상남도,함안군,경상남도 함안군 산인면 35-1
지남약수,강원도,원주시,강원도 원주시 태장동 806
개운사약수터,부산광역시,해운대구,부산광역시 해운대구 104
구덕원,부산광역시,사상구,부산광역시 사상구 학장동 
논골약수터,울산광역시,동구,울산광역시 동구 서부동 65-1
우면산,서울특별시,서초구,서울특별시 서초구 서초동 140-1
성불암,서울특별시,서초구,서울특별시 서초구 방배동 92-1
청우,인천광역시,연수구,인천광역시 연수구 청학동 38
꽃샘약수터,부산광역시,동구,부산광역시 동구 수정동 24-1
생수천,서울특별시,관악구,서울특별시 관악구 신림동 9-1
선우(1),서울특별시,관악구,서울특별시 관악구 신림동 117-2
억년옥수,서울특별시,관악구,서울특별시 관악구 신림동 56-2
차일약수터,울산광역시,북구,울산광역시 북구 창평동 47
보덕정,서울특별시,서초구,서울특별시 서초구 방배동 184
내곡,서울특별시,서초구,서울특별시 서초구 신원동 39-1
개나리골,서울특별시,서초구,서울특별시 서초구 원지동 72
운산샘,서울특별시,강북구,서울특별시 강북구 번동 19
백천약수터,울산광역시,울주군,울산광역시 울주군 범서읍 굴화리38-8
백령사,경기도,용인시처인구,경기도 용인시처인구 77-23
마동약수터,울산광역시,북구,울산광역시 북구 매곡동 129
화산약수터,광주광역시,동구,광주광역시 동구 용산동 55-6
매곡,인천광역시,부평구,인천광역시 부평구 산곡동 146-1
매탄2호,경기도,수원시영통구,경기도 수원시영통구 811
체육공원,부산광역시,사상구,부산광역시 사상구 감전동 41
황씨묘위,부산광역시,사상구,부산광역시 사상구 감전동 41
정지병,경상남도,함안군,경상남도 함안군 여항면 315
치루계,경기도,용인시처인구,경기도 용인시처인구 148-11
용운,부산광역시,사상구,부산광역시 사상구 모라동 
사상,부산광역시,사상구,부산광역시 사상구 괘법동 1
괘내,부산광역시,사상구,부산광역시 사상구 괘법동 1
덕우암(상),서울특별시,서초구,서울특별시 서초구 방배동 92-1
덕우암(하),서울특별시,서초구,서울특별시 서초구 방배동 92-1
와우,서울특별시,마포구,서울특별시 마포구 창전동 42-6
보현정사,서울특별시,중랑구,서울특별시 중랑구 상봉동 24-3
고양18통,경기도,고양시덕양구,경기도 고양시덕양구 39
관음사,서울특별시,관악구,서울특별시 관악구 남현동 64
만년,서울특별시,관악구,서울특별시 관악구 신림동 57-13
대천공원약수터,부산광역시,해운대구,부산광역시 해운대구 
고양,경기도,고양시덕양구,경기도 고양시덕양구 1-10
가재샘,서울특별시,관악구,서울특별시 관악구 신림동 32
폭포수,서울특별시,강동구,서울특별시 강동구 
배봉약수터,서울특별시,강동구,서울특별시 강동구 
산성,인천광역시,계양구,인천광역시 계양구 방축동 44-3
꼬막재,광주광역시,북구,광주광역시 북구 금곡동 6
늦재,광주광역시,북구,광주광역시 북구 금곡동 209-24
약사제1,울산광역시,중구,울산광역시 중구 남외동 17
외사골,울산광역시,울주군,울산광역시 울주군 삼동면 19
부암,서울특별시,종로구,서울특별시 종로구 부암동 20
석굴암(2),서울특별시,종로구,서울특별시 종로구 옥인동 3-14
용마산,서울특별시,광진구,서울특별시 광진구 중곡동 143-127
세다골약수터,울산광역시,남구,울산광역시 남구 성암동 21
범바위(상),서울특별시,서초구,서울특별시 서초구 방배동 92-1
범바위(하),서울특별시,서초구,서울특별시 서초구 방배동 92-1
산골,서울특별시,서초구,서울특별시 서초구 서초동 44
남산공원용암천,서울특별시,용산구,서울특별시 용산구 이태원동 1-5
개화산약수터,서울특별시,강동구,서울특별시 강동구 
와와약수터,울산광역시,남구,울산광역시 남구 무거동 1326
삼봉,경기도,안양시만안구,경기도 안양시만안구 181
폭포수(2),서울특별시,관악구,서울특별시 관악구 신림동 50-21
남산공원남산산악회,서울특별시,용산구,서울특별시 용산구 한남동 10-16
남산공원상춘,서울특별시,용산구,서울특별시 용산구 한남동 10-16
장수,서울특별시,서초구,서울특별시 서초구 서초동 150-23
방아다리약수,강원도,평창군,강원도 평창군 진부면 
북한산공원대동약수,서울특별시,강북구,서울특별시 강북구 수유동 
북한산공원백련사앞,서울특별시,강북구,서울특별시 강북구 수유동 
화암약수,강원도,정선군,강원도 정선군 화암면 
쌍약수,강원도,정선군,강원도 정선군 화암면 
남산공원후암,서울특별시,용산구,서울특별시 용산구 후암동 1-1
신약수,강원도,평창군,강원도 평창군 용평면 
참샘약수터,세종특별자치시도,세종특별자치시,세종특별자치시도 세종특별자치시 연기면 세종리
전안,경상남도,창원시마산회원구,경상남도 창원시마산회원구 내서읍 신감리
냉장골샘터,강원도,인제군,강원도 인제군 북면 
해지개큰샘약수터,충청남도,공주시,충청남도 공주시 봉황동 
안이샘터,강원도,동해시,강원도 동해시 천곡동 
