rfobscd,agcnm,obsnm,addr,etcaddr,lon,lat,links,시도명,시군구명
10164070,환경부,용인시(역삼동주민센터),경기도 용인시,처인구 명지로 16 역삼동행정복지센터,127.18833333333333,37.23444444444444,[],경기도,용인시
10164075,한국수력원자력,경안교,경기도 광주시 ,오포읍양벌리,127.25166666666667,37.3925,[],경기도,광주시
10164080,환경부,광주시(경안교),경기도 광주시,쌍령동 경안교,127.26305555555555,37.406666666666666,[],경기도,광주시
10174020,환경부,남양주시(팔당댐),경기도 남양주시,조안면 다산로 320 팔당댐,127.28333333333333,37.52722222222222,[],경기도,남양주시
10184010,환경부,의정부시(중앙초교),경기도 의정부시,호국로 1291번길 17 중앙초등학교,127.04638888888888,37.74472222222222,[],경기도,의정부시
10184020,환경부,포천시(내촌면사무소),경기도 포천시,내촌면 내촌로 70 내촌면행정복지센터,127.22833333333334,37.78611111111111,[],경기도,포천시
10184030,환경부,남면,경기도 군포시 군포2동,군포초교,126.94416666666667,37.344722222222224,[],경기도,군포시
10184040,환경부,성남시(한국학중앙연구원),경기도 성남시,분당구 하오개로 323 한국학중앙연구원,127.05083333333333,37.39277777777778,[],경기도,성남시
10184050,환경부,고안(등록문화재),경기도 남양주시 조안면,능내리 825,127.25,37.541666666666664,[],경기도,남양주시
10184060,환경부,남양주시(금곡초교),경기도 남양주시,경춘로 995번길 7 금곡초등학교,127.21138888888889,37.63583333333333,[],경기도,남양주시
10184070,환경부,서울,서울특별시 서대문구, ,126.96666666666667,37.53333333333333,[],서울특별시,서대문구
10184080,환경부,서울시(구로구청),서울특별시 구로구,가마산로 245 구로구청,126.8863888888889,37.495,[],서울특별시,구로구
10184090,환경부,안양시(충훈1교),경기도 안양시,만안구 박달동 충훈1교,126.90305555555557,37.40472222222222,[],경기도,안양시
10184100,환경부,서울시(대곡교),서울특별시,강남구 세곡동 대곡교,127.12249999999999,37.46888888888889,[],서울특별시,
10184110,환경부,남양주시(진관교),경기도 남양주시,퇴계원면 퇴계원리 진관교,127.15194444444445,37.65,[],경기도,남양주시
10184120,환경부,포천시(진목리),경기도 포천시,내촌면 진목리 638-3,127.21138888888889,37.79111111111111,[],경기도,포천시
10184125,환경부,의정부시(도봉차량기지),경기도 의정부시,장암동 163-3 도봉차량기지,127.05194444444444,37.7025,[],경기도,의정부시
10184130,환경부,성남시(대장동),경기도 성남시,분당구 대장동 310,127.06972222222223,37.36,[],경기도,성남시
10184140,환경부,서울시(송정동),서울특별시 성동구,송정동 75-30,127.05555555555556,37.55222222222222,[],서울특별시,성동구
10184150,환경부,과천시(한국수자원공사),경기도 과천시,교육원로 11 한국수자원공사 수도권지역본부,126.98722222222223,37.42361111111111,[],경기도,과천시
10184160,환경부,부천시(부안초교),경기도 부천시,소사구 경인로 484번길 75 부안초등학교,126.81166666666667,37.480000000000004,[],경기도,부천시
10184170,환경부,군포시(군포1동주민센터),경기도 군포시,군포로 531 군포1동 행정복지센터,126.94555555555556,37.35388888888889,[],경기도,군포시
10184180,환경부,성남시(성남북초교),경기도 성남시,수정구 희망로 534번길 3 성남북초등학교,127.15111111111112,37.45138888888889,[],경기도,성남시
10184190,환경부,서울시(동막골주차장),서울특별시 노원구,덕릉로 897 동막골 주차장,127.08583333333333,37.67472222222222,[],서울특별시,노원구
10184200,환경부,서울시(월계2교),서울특별시 노원구,월계동 월계2교,127.05,37.62416666666667,[],서울특별시,노원구
10184210,환경부,의왕시(포일동),경기도 의왕시,포일동 157,126.98805555555556,37.388888888888886,[],경기도,의왕시
10184220,환경부,남양주시(진접읍사무소),경기도 남양주시,진접읍 금강로 1509-26 진접읍행정복지센터,127.19,37.726111111111116,[],경기도,남양주시
10184230,환경부,성남시(구미초교),경기도 성남시,분당구 미금로 22번길 25 구미초등학교,127.11777777777777,37.33777777777778,[],경기도,성남시
10184232,한국수력원자력,팔당댐,경기도 남양주시,조안면 다산로 320,127.28333333333333,37.52722222222222,[],경기도,남양주시
10194010,환경부,김포시(김포시청),경기도 김포시,사우중로 1 김포시청,126.71555555555555,37.61527777777778,[],경기도,김포시
10194020,한국수자원공사,귤현보,인천광역시 계양구 귤현동,59-9,126.76722222222222,37.56916666666667,[],인천광역시,계양구
10194030,한국수자원공사,아라김포TM,서울특별시 강서구 개화동,22-3,126.79916666666666,37.6,[],서울특별시,강서구
10204010,환경부,연천군(고문분교),경기도 연천군,연천읍 현문로 459 고문분교,127.11305555555555,38.06527777777777,[],경기도,연천군
10204020,환경부,연천군(상리초교),경기도 연천군,연천읍 상리로 70 상리초등학교,127.07527777777777,38.13527777777778,[],경기도,연천군
10214010,환경부,연천군(임진교),경기도 연천군,군남면 진상리 임진교,127.0175,38.05638888888888,[],경기도,연천군
10214020,한국수자원공사,연천군(횡산리),경기도 연천군 중면,횡산리 238,126.98666666666666,38.11638888888889,[],경기도,연천군
10214030,한국수자원공사,연천군(군남댐),경기도 연천군 군남면,선곡리 627-2,127.02111111111111,38.103611111111114,[],경기도,연천군
10224010,환경부,포천시(용담교),경기도 포천시,영북면 자일리 용담교,127.27194444444444,38.12388888888889,[],경기도,포천시
10224020,환경부,포천시(영송리),경기도 포천시,영중면 영송리 549-6,127.21638888888889,38.00944444444445,[],경기도,포천시
10224030,환경부,철원군(청양리),강원도 철원군,김화읍 청양로 320 홍천국토관리사무소 건물,127.37277777777777,38.2425,[],강원도,철원군
10224040,환경부,포천시(포천노곡초교),경기도 포천시,이동면 성장로 869번길 4 포천노곡초등학교,127.33611111111111,38.00805555555556,[],경기도,포천시
10224050,환경부,양주시(봉암초교),경기도 양주시,은현면 삼육사로 473 봉암초등학교,127.00583333333333,37.91083333333333,[],경기도,양주시
10224060,환경부,포천시(포천삼정초교),경기도 포천시,신북면 청신로 947번길 17 삼정초등학교,127.13138888888888,37.96388888888889,[],경기도,포천시
10224070,환경부,포천시(송우초교),경기도 포천시,소홀읍 송우로 42 송우초등학교,127.14361111111111,37.830000000000005,[],경기도,포천시
10224080,환경부,철원군(오덕초교),강원도 철원군,동송읍 오덕로 159 오덕초등학교,127.23361111111112,38.223888888888894,[],강원도,철원군
10224090,환경부,포천시(화현초교),경기도 포천시,화현면 달인동로1길 29 화현초등학교,127.28527777777778,37.90222222222222,[],경기도,포천시
10224100,환경부,철원군(서면초교),강원도 철원군,서면 자등로 634 서면초등학교,127.41694444444445,38.16916666666666,[],강원도,철원군
10234010,환경부,파주시(통일대교),경기도 파주시,문산읍 마정리 통일대교,126.74166666666667,37.904444444444444,[],경기도,파주시
10234020,환경부,파주시(법원리),경기도 파주시,법원읍 술이홀로 970-9 법원읍행정복지센터,126.88,37.85666666666667,[],경기도,파주시
10234030,환경부,파주시(신산초교),경기도 파주시,광탄면 심궁로 13 신산초등학교,126.85194444444444,37.78055555555555,[],경기도,파주시
10234040,환경부,파주시(용연초교),경기도 파주시,파평면 청송로 402번길 31 용연초등학교,126.85777777777777,37.92861111111111,[],경기도,파주시
11014010,환경부,평택시(진위면사무소),경기도 평택시,진위면 봉남길 61 진위면행정복지센터,127.09055555555555,37.1,[],경기도,평택시
11014020,환경부,안성시(안성시청),경기도 안성시,시청길 25 안성시청,127.2786111111111,37.00805555555556,[],경기도,안성시
11014030,환경부,용인시(원삼면사무소),경기도 용인시,처인구 원삼면 원양로 64 원삼면행정복지센터,127.31277777777777,37.16611111111111,[],경기도,용인시
11014040,환경부,화성시(양감면사무소),경기도 화성시,양감면 초록로 7 양감행정복지센터,126.94611111111111,37.0825,[],경기도,화성시
11014050,환경부,천안시(대홍초교),충청남도 천안시,서북구 성환읍 잠실길 4 대흥초등학교,127.14833333333334,36.94972222222222,[],충청남도,천안시
11014060,환경부,화성시(수원대학교),경기도 화성시,봉담읍 와우안길 17 수원대학교(IT대학),126.97500000000001,37.21,[],경기도,화성시
11014070,환경부,평택시(회화리),경기도 평택시,서탄면 회화리 388,127.02888888888889,37.096111111111114,[],경기도,평택시
11014080,환경부,평택시(군문교),경기도 평택시,군문동 군문교,127.08,36.98361111111111,[],경기도,평택시
11014090,환경부,용인시(신갈저수지),경기도 용인시,기흥구 고매동 산 87-1 신갈저수지 제방,127.09388888888888,37.226111111111116,[],경기도,용인시
11014100,환경부,용인시(이동면사무소),경기도 용인시,처인구 이동면 경기동로 673 이동읍행정복지센터,127.19611111111111,37.14111111111111,[],경기도,용인시
11014110,환경부,천안시(성거읍사무소),충청남도 천안시,서북구 성거읍 봉주로 469 성거읍행정복지센터,127.19916666666667,36.878055555555555,[],충청남도,천안시
11014120,환경부,안성시(삼암리),경기도 안성시,양성면 삼암리 195-5,127.20361111111112,37.02916666666667,[],경기도,안성시
11014130,환경부,안성시(안성서운중교),경기도 안성시,서운면 바우덕이로 2 안성서운중학교,127.26305555555555,36.94472222222222,[],경기도,안성시
11014140,환경부,파주시(적암초교),경기도 파주시,적성면 율곡로 3042 적암초등학교,127.00416666666666,37.98777777777778,[],경기도,파주시
12014010,한국수자원공사,아라인천TM,인천광역시 서구 오류동,1580-2,126.61833333333333,37.56388888888888,[],인천광역시,서구
12024010,환경부,안산시(안산호동초교),경기도 안산시,상록구 성호로 70 안산호동초등학교,126.865,37.312777777777775,[],경기도,안산시
12024020,환경부,안산시(장상동),경기도 안산시,상록구 장상동 523,126.88083333333333,37.35111111111111,[],경기도,안산시
13014010,환경부,양양군(갈천리),강원도 양양군,서면 갈천리 126,128.5038888888889,37.90833333333333,[],강원도,양양군
13014020,환경부,인제군(한계령),강원도 인제군,한계리 산 1-2 한계령 (한계령휴게소 인근),128.405,38.09777777777778,[],강원도,인제군
13024010,환경부,강릉시(소금강분소),강원도 강릉시,연곡면 삼산리 159-2,128.71249999999998,37.822500000000005,[],강원도,강릉시
13024030,한국수자원공사,동해시(달방댐),강원도 동해시,신흥동 24-3,129.02361111111114,37.51361111111111,[],강원도,동해시
13034010,환경부,삼척시(심포리),강원도 삼척시,도계읍 심포리 267-5,129.03305555555556,37.19444444444444,[],강원도,삼척시
20014005,기타,현동,경상북도 봉화군,소천면    현동리    소천면사무소,129.005,36.98555555555556,[],경상북도,봉화군
20014010,환경부,봉화군(재산면사무소),경상북도 봉화군,재산면 현동리 763 (재산면사무소),128.96194444444444,36.816111111111105,[],경상북도,봉화군
20014020,환경부,안동시(석동동),경상북도 안동시,석동동 412,128.80583333333334,36.574444444444445,[],경상북도,안동시
20014030,환경부,안동시(서부리),경상북도 안동시,도산면 서부리 산32 (한국국학진흥원 내 주차장옆산),128.81083333333333,36.70416666666667,[],경상북도,안동시
20014040,환경부,봉화군(애당리),경상북도 봉화군,춘양면 애당리 184-3 (무지개팬션 내),128.8725,36.98527777777778,[],경상북도,봉화군
20014050,환경부,안동시(월곡초교),경상북도 안동시,예안면 정산리 624 (월곡초교),128.88722222222222,36.66111111111111,[],경상북도,안동시
20014060,환경부,봉화군(풍호리),경상북도 봉화군,명호면 풍호리 산174,128.88888888888889,36.846111111111114,[],경상북도,봉화군
20014070,환경부,태백시(태백시청),강원도 태백시,황지동 244-3 (태백시청 견인차량 보관소 부근),128.98638888888888,37.16305555555555,[],강원도,태백시
20014080,환경부,봉화군(석포초교),경상북도 봉화군,석포면 석포리 산5-2 (석포초교 뒷산),129.06361111111113,37.0475,[],경상북도,봉화군
20014090,환경부,봉화군(분천리),경상북도 봉화군,소천면 분천리 산165-13 (옥방휴게소 부근),129.1211111111111,36.933055555555555,[],경상북도,봉화군
20014100,기타,삼계,경상북도 안동시,예안면    삼계리,128.91666666666666,36.71666666666667,[],경상북도,안동시
20014110,한국수자원공사,안동시(의촌리),경상북도 안동시,도산면 의촌리,128.85583333333332,36.714444444444446,[],경상북도,안동시
20014120,한국수자원공사,봉화군(대현리),경상북도 봉화군,석포면 대현리,128.975,37.06944444444445,[],경상북도,봉화군
20014130,한국수자원공사,봉화군(갈산리),경상북도 봉화군,재산면 갈산리,128.97666666666666,36.836111111111116,[],경상북도,봉화군
20014140,한국수자원공사,봉화군(고선리),경상북도 봉화군,소천면 고선리,128.9986111111111,36.96277777777778,[],경상북도,봉화군
20014150,한국수자원공사,현동,경상북도 봉화군,재산면    갈산리,128.9752777777778,36.83638888888889,[],경상북도,봉화군
20014160,환경부,태백시(소도동),강원도 태백시,소도동 산38-8 (공원관리사무소 주차장 내),128.95222222222222,37.1225,[],강원도,태백시
20014170,한국수자원공사,봉화군(관창리),경상북도 봉화군,명호면 관창리,128.87611111111113,36.809444444444445,[],경상북도,봉화군
20014180,한국수자원공사,안동시(기사리),경상북도 안동시,예안면 기사리,128.87861111111113,36.654444444444444,[],경상북도,안동시
20014190,한국수자원공사,봉화군(서동리),경상북도 봉화군,춘양면 서동리 산11-1,128.9186111111111,36.946666666666665,[],경상북도,봉화군
20014200,한국수자원공사,태백시(문곡동),강원도 태백시,문곡동,129.0075,37.12361111111111,[],강원도,태백시
20014210,한국수자원공사,울진군(전곡리),경상북도 울진군,서면 전곡리,129.11194444444445,36.96027777777778,[],경상북도,울진군
20014230,환경부,영천시(화남면사무소),경상북도 영천시,화남면 삼창리 1022-1 (화남면사무소),128.88944444444445,36.05916666666666,[],경상북도,영천시
20024020,환경부,안동시(당북동),경상북도 안동시,당북동 398-4,128.71916666666667,36.558611111111105,[],경상북도,안동시
20024030,환경부,청송군(현서면사무소),경상북도 청송군,현서면 구산리 97-1 (현서면사무소),128.89583333333331,36.27583333333333,[],경상북도,청송군
20024050,환경부,안동시(묵계교),경상북도 안동시,길안면 묵계리 1127-85 ((구)묵계교),128.91083333333333,36.431666666666665,[],경상북도,안동시
20024060,환경부,안동시(중평리),경상북도 안동시,임동면 중평리 산195,128.91833333333332,36.56472222222222,[],경상북도,안동시
20024070,환경부,진보2,경상북도 청송군,진보면 진안리 진보면사무소,129.04722222222222,36.52638888888889,[],경상북도,청송군
20024080,한국수자원공사,청송군(덕리),경상북도 청송군,청송읍 덕리,129.0438888888889,36.42833333333333,[],경상북도,청송군
20024090,한국수자원공사,청송군(대전리),경상북도 청송군,부남면 대전리,129.07194444444445,36.32972222222222,[],경상북도,청송군
20024100,한국수자원공사,영양군(현리),경상북도 영양군,영양읍 현리,129.10888888888888,36.650277777777774,[],경상북도,영양군
20024110,한국수자원공사,영양군(답곡리),경상북도 영양군,석보면 답곡1리,129.14333333333332,36.5425,[],경상북도,영양군
20024120,한국수자원공사,영양군(도곡리),경상북도 영양군,일월면 도곡리 440,129.08861111111113,36.748333333333335,[],경상북도,영양군
20024130,환경부,청송군(도평리),경상북도 청송군,현동면 도평리 산14-10 (청송제설창고 옆),129.0511111111111,36.301111111111105,[],경상북도,청송군
20024140,한국수자원공사,청송군(월전리),경상북도 청송군,진보면 월전리,129.0713888888889,36.52444444444444,[],경상북도,청송군
20024150,한국수자원공사,청송군(상의리),경상북도 청송군,부동면 상의리,129.14499999999998,36.376111111111115,[],경상북도,청송군
20024160,한국수자원공사,영양군(송하리),경상북도 영양군,수비면 송하리,129.20416666666665,36.69444444444444,[],경상북도,영양군
20024170,한국수자원공사,청송군(성재리),경상북도 청송군,안덕면 성덕댐로 1191,128.9647222222222,36.24,[],경상북도,청송군
20024180,한국수자원공사,청송군(갈천리),경상북도 청송군,현서면 성덕댐로 606,128.94694444444445,36.19555555555555,[],경상북도,청송군
20024190,한국수자원공사,청송군(무계리),경상북도 청송군 현서면,무계리 산49,128.98277777777778,36.183611111111105,[],경상북도,청송군
20034010,환경부,의성군(풍지교),경상북도 의성군,다인면 용곡리 764 (풍지교),128.36499999999998,36.53,[],경상북도,의성군
20034020,환경부,의성군(윤암리),경상북도 의성군,점곡면 윤암리 245-2번지,128.77361111111114,36.41694444444444,[],경상북도,의성군
20034030,환경부,안동시(만운리),경상북도 안동시,풍산읍 만운리 산29-3,128.57777777777778,36.599444444444444,[],경상북도,안동시
20034040,환경부,안동시(망호리),경상북도 안동시,일직면 망호리 401-25번지,128.6627777777778,36.47277777777778,[],경상북도,안동시
20044010,환경부,영주시(영광여고),경상북도 영주시,영주동 111-4 (영광여고),128.62027777777777,36.83083333333334,[],경상북도,영주시
20044020,환경부,영주시(부석중고교),경상북도 영주시,부석면 소천리 501-1 (부석중고교),128.6511111111111,36.97805555555556,[],경상북도,영주시
20044030,환경부,문경시(동로면사무소),경상북도 문경시,동로면 적성리 545 (동로면사무소),128.31444444444446,36.77333333333333,[],경상북도,문경시
20044040,기타,대구,대구광역시 ,                    낙동강조사단본부,128.6,36.85,[],대구광역시,
20044050,환경부,영주시(수철리),경상북도 영주시,풍기읍 수철리 산19-9,128.46666666666667,36.89805555555556,[],경상북도,영주시
20044060,한국농어촌공사,경천댐,경상북도 문경시 동로면,마광리,128.3127777777778,36.69361111111111,[],경상북도,문경시
20044070,환경부,예천군(두천리),경상북도 예천군,용문면 두천리 산21-2,128.36055555555555,36.70611111111111,[],경상북도,예천군
20044080,환경부,예천군(고평교),경상북도 예천군,호명면 월포리 624 (고평교),128.48777777777775,36.61944444444445,[],경상북도,예천군
20044090,환경부,예천군(은풍면사무소),경상북도 예천군,은풍면 우곡리 140-1 (은풍면사무소),128.44305555555556,36.745,[],경상북도,예천군
20044100,환경부,영주시(성내리),경상북도 영주시,풍기읍 성내리 143-2 (영주도서관 풍기분관 내),128.52,36.870555555555555,[],경상북도,영주시
20044110,환경부,봉화군(봉화대교),경상북도 봉화군,봉화읍 내성리 506 (봉화대교),128.73250000000002,36.88861111111111,[],경상북도,봉화군
20044120,한국수자원공사,영주시(영주댐),경상북도 영주시 평은면,용혈리 897-2,128.6552777777778,36.72666666666667,[],경상북도,영주시
20044130,한국수자원공사,봉화군(적덕리),경상북도 봉화군 봉화읍,적덕리 891-4,128.6863888888889,36.87916666666667,[],경상북도,봉화군
20044140,한국수자원공사,봉화군(운계리),경상북도 봉화군 상운면,운계리 664-1,128.7563888888889,36.8325,[],경상북도,봉화군
20054010,환경부,문경시(농암리),경상북도 문경시,농암면 농암리 99-1,128.00694444444446,36.59638888888889,[],경상북도,문경시
20054020,환경부,문경시(김용리),경상북도 문경시,영순면 김용리 259-2,128.21666666666667,36.58916666666667,[],경상북도,문경시
20054030,환경부,상주시(하송리),경상북도 상주시,화서면 하송리 181-6,127.96638888888889,36.47138888888889,[],경상북도,상주시
20054040,환경부,상주시(이안교),경상북도 상주시,이안면 이안리 493-1 (이안교),128.1588888888889,36.54388888888889,[],경상북도,상주시
20054050,기타,거창,경상남도 거창군,거창읍    금천동    거창농고,127.96666666666667,36.68333333333333,[],경상남도,거창군
20054060,환경부,상주시(화북초교),경상북도 상주시,화북면 장암리 110-1 (화북초교),127.91194444444444,36.56666666666666,[],경상북도,상주시
20054070,환경부,문경시(진안리),경상북도 문경시,문경읍 진안리 360-14 (문경도자기박물관 부근),128.08194444444445,36.7425,[],경상북도,문경시
20054080,환경부,문경시(화산리),경상북도 문경시,농암면 화산리 155-1,127.99083333333333,36.57361111111111,[],경상북도,문경시
20064010,환경부,상주시(후천교),경상북도 상주시,계산동 523 (후천교),128.15861111111113,36.42805555555555,[],경상북도,상주시
20064020,환경부,상주시(외서면사무소),경상북도 상주시,외서면 가곡리 101-1 (외서면사무소),128.10805555555555,36.47944444444445,[],경상북도,상주시
20074010,환경부,예천군(상풍교),경상북도 예천군,풍양면 효갈리1083-1 (상풍교),128.2686111111111,36.49861111111111,[],경상북도,예천군
20084010,환경부,의성군(도서리),경상북도 의성군,의성읍 도서리 81-7,128.69722222222222,36.344166666666666,[],경상북도,의성군
20084020,환경부,군위군(정리),경상북도 군위군,군위읍 정리 1123-3,128.56333333333333,36.243611111111115,[],경상북도,군위군
20084030,환경부,의성군(안계면사무소),경상북도 의성군,안계면 용기리 475-2 (안계면사무소),128.44,36.384166666666665,[],경상북도,의성군
20084050,환경부,군위군(고곡리),경상북도 군위군,효령면 고곡리 산85-1,128.5675,36.10638888888889,[],경상북도,군위군
20084060,환경부,군위군(효령교),경상북도 군위군,효령면 중구리 307-3 (효령교),128.5836111111111,36.155833333333334,[],경상북도,군위군
20084070,환경부,군위군(대율초교),경상북도 군위군,부계면 대율리 644-1 (대율초교),128.6552777777778,36.062777777777775,[],경상북도,군위군
20084080,환경부,우보,경상북도 군위군 우보면,이화리 우보초등교,128.6627777777778,36.19194444444444,[],경상북도,군위군
20084090,환경부,군위군(산성중학교),경상북도 군위군,산성면 화본리 826-1 (산성중학교),128.69694444444445,36.12777777777778,[],경상북도,군위군
20084100,환경부,군위군(화수리),경상북도 군위군,고로면 화수리 937-5,128.75194444444443,36.12722222222222,[],경상북도,군위군
20084110,환경부,군위군(고로면),경상북도 군위군,고로면 화수리 산54-3,128.74888888888887,36.10611111111111,[],경상북도,군위군
20084120,기타,석산,경상북도 군위군,고로면 양지리,128.82944444444445,36.163888888888884,[],경상북도,군위군
20084130,환경부,군위군(읍내리),경상북도 군위군,의흥면 읍내리 434-18,128.7147222222222,36.17638888888889,[],경상북도,군위군
20084140,환경부,의성군(도원리),경상북도 의성군,봉양면 도원리 460 (의성IC 진출입로 부지 내),128.57861111111112,36.28611111111111,[],경상북도,의성군
20084150,환경부,군위군(무성리),경상북도 군위군,군위읍 무성리 821-2,128.56416666666667,36.193888888888885,[],경상북도,군위군
20084160,환경부,군위군(미성교),경상북도 군위군,우보면 이화리 575-9 (미성교),128.67222222222222,36.181666666666665,[],경상북도,군위군
20084170,한국수자원공사,군위군(군위댐),경상북도 군위군,삼국유사면 학성리 407,128.7938888888889,36.12222222222222,[],경상북도,군위군
20084180,한국수자원공사,군위군(양지리),경상북도 군위군,삼국유사면 양지리 497-5,128.82694444444445,36.166666666666664,[],경상북도,군위군
20094010,환경부,의성군(낙단교),경상북도 의성군,단밀면 낙정리 806 (낙단교),128.3011111111111,36.3575,[],경상북도,의성군
20094020,환경부,구미시(일선교),경상북도 구미시,도개면 신림리 775 (일선교),128.3427777777778,36.27305555555555,[],경상북도,구미시
20104010,환경부,김천시(부곡동),경상북도 김천시,부곡동 41-1,128.10888888888888,36.12027777777778,[],경상북도,김천시
20104020,환경부,김천시(지례면사무소),경상북도 김천시,지례면 교리 570-1 (지례면사무소),128.02666666666667,35.984722222222224,[],경상북도,김천시
20104030,한국수자원공사,김천시(월곡리),경상북도 김천시,부항면 사등리,127.95833333333334,35.987500000000004,[],경상북도,김천시
20104040,한국수자원공사,김천시(파천리),경상북도 김천시,부항면 안간리,127.95555555555556,36.02361111111111,[],경상북도,김천시
20104050,환경부,구미시(선주교),경상북도 구미시,선산읍 화조리 581-6 (선주교),128.3088888888889,36.22777777777778,[],경상북도,구미시
20104060,한국수자원공사,김천시(김천부항댐),경상북도 김천시,지례면 도곡리 1005-1,128.00583333333333,35.98222222222223,[],경상북도,김천시
20114010,환경부,칠곡군(호국의다리),경상북도 칠곡군,왜관읍 석전리 872 (호국의 다리),128.39444444444445,36.000277777777775,[],경상북도,칠곡군
20114020,환경부,구미시(장천초교),경상북도 구미시,장천면 하장리 503-2 (장천초교),128.49555555555554,36.13055555555555,[],경상북도,구미시
20114030,환경부,성주군(성주대교),경상북도 성주군,선남면 선원리 5-3 (성주대교),128.39027777777778,35.880833333333335,[],경상북도,성주군
20114040,환경부,구미시(구미대교),경상북도 구미시,임수동 550-1 (구미대교),128.39666666666665,36.11083333333333,[],경상북도,구미시
20124010,환경부,영천시(영동교),경상북도 영천시,완산동 1269-1(영동교),128.93861111111113,35.96888888888889,[],경상북도,영천시
20124020,환경부,포항시(죽장초교),경상북도 포항시,북구 죽장면 입암리 730-1 (죽장초교),129.09111111111113,36.16027777777778,[],경상북도,포항시
20124030,환경부,영천시(화성리),경상북도 영천시,신령면 화성리 131-3,128.79583333333332,36.04611111111111,[],경상북도,영천시
20124035,한국수자원공사,포항시(가사리),경상북도 포항시 북구 죽장면 가사리 387, ,129.15694444444446,36.20694444444444,[],경상북도,포항시
20124037,한국수자원공사,포항시(죽장면),경상북도 포항시 북구 죽장면 현내리 552-1, ,129.07583333333332,36.19972222222222,[],경상북도,포항시
20124040,환경부,경산시(자인중학교),경상북도 경산시,자인면 북사리 242 (자인중학교),128.82166666666666,35.82027777777778,[],경상북도,경산시
20124050,기타,부산,부산광역시 동구,초량동              부산청,129.0,36.05,[],부산광역시,동구
20124060,환경부,신천,대구광역시 달성군,가창면 용계리 가창댐사무소,128.61805555555557,35.79722222222222,[],대구광역시,달성군
20124070,환경부,영천시(치산리),경상북도 영천시,신령면 치산리 1950,128.72333333333333,36.059444444444445,[],경상북도,영천시
